日期,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2022/9/3,95,良,33,51,16,0.5,3,154
2022/9/4,40,优,5,14,14,0.2,3,80
2022/9/5,36,优,6,23,20,0.2,2,72
2022/9/6,58,良,9,29,23,0.3,2,109
2022/9/7,111,轻度污染,19,50,30,0.4,2,172
2022/9/8,157,中度污染,35,74,28,0.6,2,222
2022/9/9,157,中度污染,44,76,19,0.8,3,222
2022/9/10,100,良,29,51,14,0.6,2,160
2022/9/11,120,轻度污染,49,80,21,0.7,2,181
2022/9/12,106,轻度污染,56,85,22,0.8,3,166
2022/9/13,71,良,34,54,17,0.6,2,125
2022/9/14,85,良,21,48,17,0.6,2,141
2022/9/15,99,良,25,52,21,0.5,2,158
2022/9/16,123,轻度污染,39,79,27,0.7,3,185
2022/9/17,43,优,9,28,19,0.3,3,85
2022/9/18,37,优,5,24,18,0.2,3,73
2022/9/19,41,优,6,25,16,0.2,3,81
2022/9/20,75,良,18,53,28,0.4,2,130
2022/9/21,47,优,17,47,15,0.3,3,78
2022/9/22,33,优,4,22,12,0.2,3,66
2022/9/23,49,优,15,46,29,0.3,2,98
2022/9/24,100,良,45,104,39,0.6,3,159
2022/9/25,147,轻度污染,57,113,40,0.8,4,211
2022/9/26,145,轻度污染,59,113,39,0.8,3,209
2022/9/27,133,轻度污染,59,114,38,0.8,3,196
2022/9/28,150,轻度污染,65,124,38,0.8,3,215
2022/9/29,146,轻度污染,81,142,42,0.9,3,210
2022/9/30,94,良,70,118,35,0.8,2,112
2022/10/1,34,优,14,20,12,0.4,3,67
2022/10/2,23,优,6,10,10,0.3,3,45
2022/10/3,31,优,3,11,11,0.1,3,61
2022/10/4,29,优,9,24,19,0.2,3,58
2022/10/5,46,优,21,46,25,0.3,2,66
2022/10/6,70,良,51,87,31,0.6,2,82
2022/10/7,84,良,62,93,28,0.6,2,24
2022/10/8,33,优,2,8,6,0.1,3,66
2022/10/9,34,优,4,13,13,0.2,3,68
2022/10/10,36,优,14,36,28,0.3,2,63
2022/10/11,71,良,50,92,47,0.6,3,65
2022/10/12,115,轻度污染,87,135,51,0.7,3,84
2022/10/13,142,轻度污染,108,161,51,0.8,3,118
2022/10/14,142,轻度污染,108,156,38,0.8,3,142
2022/10/15,29,优,4,12,8,0.1,3,57
2022/10/16,27,优,3,13,12,0.2,2,53
2022/10/17,32,优,10,31,25,0.3,2,59
2022/10/18,63,良,39,76,40,0.5,3,61
2022/10/19,105,轻度污染,79,128,52,0.7,3,56
2022/10/20,128,轻度污染,97,145,43,0.7,3,120
2022/10/21,39,优,19,39,16,0.2,2,67
2022/10/22,31,优,8,25,24,0.3,2,62
2022/10/23,58,良,29,66,35,0.6,3,72
2022/10/24,120,轻度污染,91,144,47,0.9,4,95
2022/10/25,129,轻度污染,98,141,38,0.7,3,64
2022/10/26,25,优,8,22,20,0.3,2,43
2022/10/27,57,良,21,63,37,0.5,3,22
2022/10/28,66,良,38,82,40,0.6,2,31
2022/10/29,97,良,72,110,42,0.6,2,35
2022/10/30,37,优,21,37,19,0.3,2,59
2022/10/31,34,优,10,28,27,0.3,2,50
2022/11/1,59,良,33,68,35,0.5,3,53
2022/11/2,45,优,23,45,21,0.4,3,48
2022/11/3,31,优,14,30,20,0.2,2,61
2022/11/4,54,良,30,58,36,0.4,2,52
2022/11/5,109,轻度污染,82,127,53,0.7,3,39
2022/11/6,46,优,28,46,31,0.4,2,63
2022/11/7,61,良,37,71,44,0.5,2,50
2022/11/8,103,轻度污染,77,116,52,0.7,3,43
2022/11/9,119,轻度污染,90,113,32,0.8,2,83
2022/11/10,128,轻度污染,97,121,38,1.5,2,18
2022/11/11,29,优,3,9,10,0.3,3,57
2022/11/12,24,优,8,15,19,0.2,3,48
2022/11/13,53,良,28,56,40,0.5,2,25
2022/11/14,40,优,18,37,32,0.4,2,59
2022/11/15,49,优,20,46,39,0.4,3,38
2022/11/16,83,良,61,100,49,0.7,3,33
2022/11/17,110,轻度污染,83,124,49,1,4,29
2022/11/18,130,轻度污染,99,144,45,1,3,52
2022/11/19,148,轻度污染,113,169,44,1,2,14
2022/11/20,57,良,36,63,28,0.5,3,51
2022/11/21,62,良,41,73,39,0.6,3,37
2022/11/22,97,良,72,107,41,0.7,2,39
2022/11/23,156,中度污染,119,165,50,1,2,16
2022/11/24,72,良,52,88,23,0.5,2,67
2022/11/25,28,优,6,23,14,0.2,2,56
2022/11/26,41,优,19,41,28,0.4,3,43
2022/11/27,76,良,31,101,19,0.3,3,55
2022/11/28,40,优,8,40,3,0.2,2,52
2022/11/29,31,优,9,31,8,0.2,2,54
2022/11/30,34,优,12,34,14,0.2,2,51
2022/12/1,61,良,37,71,41,0.6,3,20
2022/12/2,32,优,11,27,14,0.2,2,63
2022/12/3,33,优,15,33,26,0.3,2,45
2022/12/4,46,优,22,46,31,0.4,3,51
2022/12/5,52,良,26,54,38,0.5,3,43
2022/12/6,48,优,21,45,38,0.4,3,42
2022/12/7,47,优,23,47,36,0.5,2,53
2022/12/8,63,良,44,76,44,0.5,3,37
2022/12/9,34,优,6,17,8,0.2,2,68
2022/12/10,30,优,11,25,22,0.3,2,59
2022/12/11,500,严重污染,144,665,16,0.3,3,66
2022/12/12,78,良,17,105,3,0.2,2,64
2022/12/13,57,良,18,63,27,0.3,2,39
2022/12/14,37,优,11,37,14,0.2,2,56
2022/12/15,29,优,7,25,9,0.2,2,57
2022/12/16,30,优,6,30,4,0.1,2,60
2022/12/17,41,优,14,41,25,0.3,2,44
2022/12/18,50,优,21,50,38,0.4,2,43
2022/12/19,58,良,30,66,41,0.5,3,35
2022/12/20,28,优,8,28,9,0.2,2,56
2022/12/21,30,优,5,15,4,0.2,2,60
2022/12/22,30,优,8,19,14,0.2,2,59
2022/12/23,30,优,15,28,22,0.3,2,59
2022/12/24,44,优,24,41,35,0.5,3,46
2022/12/25,50,优,24,50,31,0.4,3,50
2022/12/26,31,优,10,26,14,0.2,2,62
2022/12/27,36,优,16,36,27,0.3,3,49
2022/12/28,30,优,9,21,18,0.3,2,59
2022/12/29,48,优,20,41,38,0.5,3,37
2022/12/30,47,优,24,47,37,0.5,3,43
2022/12/31,38,优,19,38,28,0.4,3,49
2023/1/1,29,优,11,21,18,0.2,2,57
2023/1/2,43,优,21,40,34,0.4,2,41
2023/1/3,61,良,43,72,46,0.6,3,35
2023/1/4,108,轻度污染,81,120,62,0.9,4,25
2023/1/5,81,良,57,112,43,0.6,3,67
2023/1/6,66,良,21,82,41,0.5,2,34
2023/1/7,59,良,24,67,31,0.4,3,55
2023/1/8,37,优,15,37,26,0.4,3,56
2023/1/9,61,良,38,71,48,0.6,4,37
2023/1/10,84,良,62,97,58,0.8,4,19
2023/1/11,117,轻度污染,88,127,57,0.9,5,12
2023/1/12,94,良,70,87,26,0.6,2,62
2023/1/13,35,优,3,9,5,0.1,2,69
2023/1/14,34,优,7,23,9,0.2,2,67
2023/1/15,45,优,19,45,24,0.3,2,54
2023/1/16,81,良,25,111,12,0.3,2,66
2023/1/17,72,良,29,93,25,0.4,3,53
2023/1/18,73,良,28,95,18,0.3,2,61
2023/1/19,42,优,10,42,7,0.3,2,60
2023/1/20,58,良,38,66,24,0.5,4,53
2023/1/21,93,良,69,119,22,0.6,4,64
2023/1/22,54,良,31,57,5,0.4,2,66
2023/1/23,36,优,8,36,6,0.2,2,62
2023/1/24,47,优,26,47,22,0.4,3,46
2023/1/25,47,优,20,47,15,0.3,2,64
2023/1/26,32,优,7,24,7,0.2,2,63
2023/1/27,62,良,16,74,12,0.2,2,64
2023/1/28,65,良,22,79,16,0.3,2,72
2023/1/29,64,良,36,78,39,0.5,4,51
2023/1/30,72,良,34,93,29,0.5,3,78
2023/1/31,35,优,8,28,7,0.2,2,69
2023/2/1,26,优,11,24,20,0.3,2,52
2023/2/2,49,优,26,48,39,0.5,3,40
2023/2/3,52,良,30,54,37,0.5,3,60
2023/2/4,104,轻度污染,78,118,56,0.8,6,39
2023/2/5,127,轻度污染,96,139,46,1,7,70
2023/2/6,65,良,47,75,41,0.8,5,66
2023/2/7,35,优,20,34,26,0.4,2,70
2023/2/8,69,良,50,71,44,0.7,5,45
2023/2/9,118,轻度污染,89,104,37,0.7,2,48
2023/2/10,186,中度污染,140,182,39,1,2,27
2023/2/11,103,轻度污染,77,95,26,0.8,2,42
2023/2/12,38,优,5,8,12,0.2,2,75
2023/2/13,30,优,9,18,23,0.3,2,59
2023/2/14,53,良,32,56,35,0.5,3,53
2023/2/15,95,良,71,104,49,0.7,3,40
2023/2/16,180,中度污染,136,181,62,1,3,38
2023/2/17,155,中度污染,118,150,41,0.9,2,73
2023/2/18,39,优,6,30,14,0.2,2,78
2023/2/19,35,优,5,23,16,0.2,2,70
2023/2/20,45,优,22,45,33,0.4,3,52
2023/2/21,79,良,58,100,56,0.7,3,44
2023/2/22,123,轻度污染,93,142,66,0.8,3,43
2023/2/23,39,优,21,34,23,0.3,2,77
2023/2/24,36,优,11,23,24,0.2,2,71
2023/2/25,88,良,65,104,40,0.6,4,85
2023/2/26,175,中度污染,132,187,54,0.9,4,81
2023/2/27,74,良,54,79,29,0.5,2,80
2023/2/28,40,优,5,17,19,0.2,2,80
2023/3/1,57,良,21,64,37,0.3,3,71
2023/3/2,65,良,34,79,41,0.5,3,78
2023/3/3,142,轻度污染,108,174,55,1.2,8,93
2023/3/4,214,重度污染,164,225,47,1.4,4,106
2023/3/5,169,中度污染,128,177,43,1.1,3,108
2023/3/6,200,中度污染,150,221,56,1.3,6,136
2023/3/7,89,良,66,125,30,0.6,3,111
2023/3/8,79,良,45,108,49,0.5,3,70
2023/3/9,293,重度污染,81,415,35,0.5,3,84
2023/3/10,103,轻度污染,17,155,10,0.2,2,74
2023/3/11,55,良,9,59,9,0.2,2,78
2023/3/12,75,良,32,99,47,0.5,3,39
2023/3/13,129,轻度污染,42,207,31,0.4,3,82
2023/3/14,86,良,16,122,6,0.2,3,79
2023/3/15,53,良,14,56,22,0.3,3,69
2023/3/16,80,良,45,109,42,0.5,3,47
2023/3/17,44,优,19,43,27,0.3,2,87
2023/3/18,76,良,55,101,36,0.4,2,95
2023/3/19,149,轻度污染,114,160,43,0.7,3,95
2023/3/20,160,中度污染,122,166,41,0.8,3,101
2023/3/21,500,严重污染,168,681,15,0.3,3,83
2023/3/22,100,良,34,150,10,0.1,3,77
2023/3/23,63,良,20,75,19,0.3,3,69
2023/3/24,61,良,24,71,24,0.3,2,84
2023/3/25,57,良,23,63,23,0.3,2,88
2023/3/26,56,良,20,61,26,0.3,2,91
2023/3/27,94,良,65,137,44,0.7,5,115
2023/3/28,115,轻度污染,87,172,45,0.7,4,151
2023/3/29,113,轻度污染,78,161,38,0.6,4,174
2023/3/30,95,良,55,115,28,0.4,3,153
2023/3/31,85,良,54,104,26,0.4,3,142
2023/4/1,100,良,75,128,41,0.7,5,97
2023/4/2,70,良,44,90,30,0.6,5,116
2023/4/3,43,优,16,37,11,0.3,3,86
2023/4/4,49,优,20,37,16,0.3,2,98
2023/4/5,42,优,13,42,9,0.2,3,83
2023/4/6,43,优,6,35,8,0.1,2,85
2023/4/7,52,良,15,54,19,0.2,2,94
2023/4/8,86,良,61,122,37,0.5,3,113
2023/4/9,235,重度污染,114,374,39,0.5,3,94
2023/4/10,408,严重污染,100,508,6,0.2,3,87
2023/4/11,286,重度污染,111,410,29,0.3,2,79
2023/4/12,475,严重污染,159,575,46,0.6,3,79
2023/4/13,155,中度污染,75,260,22,0.3,3,94
2023/4/14,72,良,24,94,15,0.1,3,88
2023/4/15,54,良,17,57,20,0.2,2,94
2023/4/16,83,良,42,115,30,0.5,4,106
2023/4/17,71,良,32,90,33,0.5,3,125
2023/4/18,105,轻度污染,38,110,31,0.5,3,165
2023/4/19,72,良,18,93,11,0.2,3,88
2023/4/20,45,优,11,38,9,0.2,2,89
2023/4/21,33,优,20,33,15,0.3,2,66
2023/4/22,54,良,30,57,29,0.4,3,90
2023/4/23,57,良,28,64,23,0.4,2,105
2023/4/24,64,良,31,77,13,0.3,2,91
2023/4/25,54,良,15,58,23,0.2,2,102
2023/4/26,83,良,52,115,38,0.5,3,79
2023/4/27,66,良,36,82,16,0.3,2,88
2023/4/28,45,优,11,44,14,0.2,2,90
2023/4/29,58,良,14,43,19,0.2,2,109
2023/4/30,107,轻度污染,40,92,28,0.5,4,167
2023/5/1,111,轻度污染,39,100,23,0.6,3,172
2023/5/2,128,轻度污染,42,101,24,0.7,4,190
2023/5/3,56,良,32,61,16,0.6,2,98
2023/5/4,37,优,10,22,11,0.3,3,74
2023/5/5,48,优,8,26,19,0.2,3,96
2023/5/6,57,良,11,33,22,0.2,2,108
2023/5/7,89,良,19,50,24,0.3,2,146
2023/5/8,90,良,26,65,27,0.4,3,148
2023/5/9,106,轻度污染,22,59,28,0.4,3,166
2023/5/10,113,轻度污染,43,82,29,0.5,3,174
2023/5/11,68,良,37,61,28,0.5,3,121
2023/5/12,70,良,10,28,21,0.3,3,124
2023/5/13,125,轻度污染,33,75,27,0.5,3,187
2023/5/14,170,中度污染,54,103,24,0.8,3,235
2023/5/15,128,轻度污染,48,104,18,0.6,2,190
2023/5/16,73,良,28,61,15,0.5,3,127
2023/5/17,80,良,19,51,20,0.5,3,136
2023/5/18,60,良,43,69,28,0.8,3,44
2023/5/19,148,轻度污染,53,245,8,0.2,3,81
2023/5/20,74,良,26,97,10,0.2,3,97
2023/5/21,53,良,13,35,15,0.2,3,103
2023/5/22,80,良,13,42,21,0.2,2,136
2023/5/23,114,轻度污染,29,86,15,0.4,3,175
2023/5/24,64,良,35,78,16,0.4,3,115
2023/5/25,109,轻度污染,48,91,23,0.5,2,169
2023/5/26,83,良,61,88,19,0.7,3,110
2023/5/27,102,轻度污染,29,44,14,0.4,3,162
2023/5/28,130,轻度污染,29,59,17,0.5,3,193
2023/5/29,59,良,34,60,20,0.5,3,110
2023/5/30,80,良,42,71,25,0.6,3,136
2023/5/31,66,良,27,61,20,0.4,3,119
2023/6/1,60,良,8,30,13,0.2,2,112
2023/6/2,84,良,10,28,21,0.2,2,140
2023/6/3,76,良,10,27,17,0.2,2,131
2023/6/4,104,轻度污染,18,49,20,0.3,2,164
2023/6/5,86,良,12,32,14,0.2,2,143
2023/6/6,89,良,17,50,22,0.3,2,146
2023/6/7,74,良,11,40,15,0.2,2,128
2023/6/8,49,优,8,25,18,0.2,3,98
2023/6/9,52,良,6,17,11,0.2,3,102
2023/6/10,60,良,10,26,16,0.4,2,111
2023/6/11,68,良,14,25,13,0.4,3,121
2023/6/12,89,良,7,20,17,0.3,2,146
2023/6/13,166,中度污染,24,56,22,0.5,3,231
2023/6/14,203,重度污染,31,69,20,0.7,5,278
2023/6/15,185,中度污染,37,79,20,0.7,4,250
2023/6/16,187,中度污染,36,81,24,0.5,3,252
2023/6/17,174,中度污染,45,81,15,0.6,3,239
2023/6/18,75,良,47,71,18,0.6,3,130
2023/6/19,87,良,18,26,15,0.3,3,144
2023/6/20,99,良,9,23,26,0.2,2,158
2023/6/21,138,轻度污染,17,43,27,0.3,2,201
2023/6/22,177,中度污染,28,65,24,0.5,3,242
2023/6/23,144,轻度污染,28,63,21,0.5,3,208
2023/6/24,137,轻度污染,33,63,15,0.6,4,200
2023/6/25,97,良,23,45,14,0.5,2,156
2023/6/26,151,中度污染,18,37,20,0.4,2,216
2023/6/27,67,良,24,47,20,0.5,3,120
2023/6/28,114,轻度污染,15,29,19,0.3,3,175
2023/6/29,187,中度污染,20,52,25,0.5,3,252
2023/6/30,170,中度污染,23,59,22,0.4,3,235
2023/7/1,181,中度污染,31,64,23,0.5,3,246
2023/7/2,119,轻度污染,37,60,14,0.8,2,180
2023/7/3,81,良,15,22,10,0.4,3,137
2023/7/4,85,良,16,46,24,0.3,3,141
2023/7/5,75,良,12,36,17,0.3,2,129
2023/7/6,57,良,6,17,13,0.3,2,108
2023/7/7,76,良,7,18,15,0.3,3,131
2023/7/8,137,轻度污染,13,46,28,0.3,2,200
2023/7/9,160,中度污染,18,43,20,0.5,3,225
2023/7/10,134,轻度污染,21,38,11,0.6,3,197
2023/7/11,48,优,21,29,11,0.7,3,95
2023/7/12,42,优,12,15,13,0.6,3,84
2023/7/13,61,良,16,26,11,0.4,3,113
2023/7/14,50,优,8,15,8,0.2,3,100
2023/7/15,76,良,11,21,15,0.3,3,131
2023/7/16,139,轻度污染,22,45,20,0.5,2,202
2023/7/17,137,轻度污染,28,52,21,0.5,3,200
2023/7/18,159,中度污染,33,59,20,0.5,3,224
2023/7/19,132,轻度污染,34,62,20,0.5,3,195
2023/7/20,60,良,31,44,12,0.6,3,112
2023/7/21,39,优,23,29,11,0.6,3,77
2023/7/22,90,良,18,28,15,0.5,3,148
2023/7/23,128,轻度污染,31,51,16,0.6,3,190
2023/7/24,122,轻度污染,8,15,10,0.3,3,184
2023/7/25,104,轻度污染,31,50,14,0.6,3,164
2023/7/26,100,良,27,41,17,0.5,3,160
2023/7/27,49,优,12,24,17,0.4,3,98
2023/7/28,31,优,16,28,16,0.5,3,61
2023/7/29,21,优,4,7,7,0.3,3,42
2023/7/30,19,优,12,16,8,0.4,3,37
2023/7/31,30,优,21,28,11,0.5,3,58
2023/8/1,47,优,26,34,9,0.5,3,94
2023/8/2,62,良,42,58,11,0.6,3,114
2023/8/3,70,良,26,38,16,0.5,3,124
2023/8/4,62,良,15,28,15,0.4,3,114
2023/8/5,49,优,16,32,13,0.6,3,98
2023/8/6,48,优,27,48,18,0.5,3,91
2023/8/7,89,良,37,55,17,0.6,3,146
2023/8/8,95,良,50,71,15,0.8,3,153
2023/8/9,89,良,50,71,14,0.9,3,146
2023/8/10,60,良,43,64,20,0.7,2,80
2023/8/11,57,良,9,13,10,0.5,3,108
2023/8/12,70,良,12,22,14,0.5,3,124
2023/8/13,102,轻度污染,20,38,17,0.4,3,162
2023/8/14,109,轻度污染,26,49,17,0.5,3,169
2023/8/15,120,轻度污染,30,53,14,0.6,2,181
2023/8/16,112,轻度污染,26,42,13,0.6,2,173
2023/8/17,63,良,22,49,16,0.3,3,115
2023/8/18,123,轻度污染,22,54,21,0.4,2,185
2023/8/19,75,良,34,59,18,0.6,2,130
2023/8/20,90,良,10,19,11,0.4,3,148
2023/8/21,50,优,6,17,16,0.3,3,99
2023/8/22,78,良,9,23,16,0.3,3,133
2023/8/23,48,优,10,17,13,0.4,3,96
2023/8/24,64,良,15,25,16,0.4,3,116
2023/8/25,58,良,14,25,15,0.4,3,109
2023/8/26,57,良,22,37,19,0.5,2,108
2023/8/27,50,优,11,24,17,0.4,2,100
2023/8/28,44,优,10,22,16,0.3,3,88
2023/8/29,60,良,14,31,20,0.4,2,112
2023/8/30,66,良,21,36,16,0.5,2,119
2023/8/31,72,良,20,33,18,0.5,3,126
2023/9/1,83,良,27,50,23,0.6,2,139
2023/9/2,102,轻度污染,29,39,16,0.6,3,162
2023/9/3,116,轻度污染,49,67,21,0.7,3,177
2023/9/4,114,轻度污染,73,93,19,0.9,3,175
2023/9/5,118,轻度污染,62,85,20,0.8,4,179
2023/9/6,102,轻度污染,60,83,17,0.7,3,162
2023/9/7,94,良,70,89,20,0.8,3,89
2023/9/8,48,优,17,20,10,0.5,3,96
2023/9/9,49,优,21,28,12,0.6,3,98
2023/9/10,51,良,26,35,17,0.6,3,101
2023/9/11,48,优,5,14,19,0.3,2,96
2023/9/12,72,良,14,40,24,0.5,2,126
2023/9/13,97,良,25,52,26,0.5,2,156
2023/9/14,114,轻度污染,32,61,29,0.5,3,175
2023/9/15,116,轻度污染,50,81,28,0.6,3,177
2023/9/16,76,良,54,79,24,0.6,3,131
2023/9/17,79,良,21,36,20,0.5,2,134
2023/9/18,29,优,7,19,23,0.3,3,57
2023/9/19,41,优,7,22,22,0.3,2,82
2023/9/20,70,良,17,46,27,0.4,2,123
2023/9/21,42,优,9,22,19,0.3,3,84
2023/9/22,46,优,14,34,25,0.5,3,91
2023/9/23,46,优,21,46,32,0.5,2,56
2023/9/24,48,优,26,48,28,0.5,3,68
2023/9/25,64,良,46,73,33,0.7,2,86
2023/9/26,51,良,31,52,28,0.5,3,76
2023/9/27,37,优,8,27,29,0.3,3,68
2023/9/28,45,优,14,42,24,0.3,3,89
2023/9/29,36,优,4,15,13,0.2,3,72
2023/9/30,40,优,9,26,21,0.3,3,79
2023/10/1,53,良,25,56,30,0.4,3,85
2023/10/2,75,良,32,62,24,0.5,3,130
2023/10/3,31,优,8,19,17,0.3,3,62
2023/10/4,29,优,8,24,22,0.3,3,57
2023/10/5,37,优,14,37,27,0.3,2,59
2023/10/6,60,良,34,69,34,0.5,3,90
2023/10/7,45,优,25,45,29,0.4,3,73
2023/10/8,38,优,6,13,16,0.3,3,75
2023/10/9,45,优,13,26,25,0.4,2,90
2023/10/10,63,良,29,56,33,0.5,2,115
2023/10/11,93,良,69,105,50,0.7,3,50
2023/10/12,52,良,36,48,29,0.5,3,71
2023/10/13,38,优,7,17,26,0.3,2,76
2023/10/14,35,优,9,26,24,0.3,2,70
2023/10/15,38,优,13,36,23,0.4,2,75
2023/10/16,60,良,33,70,32,0.6,2,95
2023/10/17,34,优,14,26,19,0.4,3,67
2023/10/18,31,优,4,16,12,0.2,2,62
2023/10/19,30,优,6,21,16,0.2,2,59
2023/10/20,39,优,12,36,31,0.3,2,60
2023/10/21,53,良,23,56,40,0.4,3,60
2023/10/22,112,轻度污染,84,138,59,0.8,4,72
2023/10/23,147,轻度污染,112,165,51,0.9,3,124
2023/10/24,82,良,60,102,50,0.7,3,98
2023/10/25,43,优,11,43,33,0.4,3,56
2023/10/26,65,良,27,79,47,0.6,3,56
2023/10/27,89,良,65,128,51,0.9,4,84
2023/10/28,178,中度污染,134,205,43,1.3,2,101
2023/10/29,142,轻度污染,108,164,31,1.1,2,125
2023/10/30,113,轻度污染,85,156,29,0.9,2,85
2023/10/31,170,中度污染,129,197,33,1.2,2,117
2023/11/1,96,良,63,141,17,0.7,2,82
2023/11/2,38,优,6,38,18,0.3,3,46
2023/11/3,65,良,24,80,36,0.5,2,40
2023/11/4,51,良,19,51,22,0.5,3,54
2023/11/5,47,优,10,47,8,0.2,2,56
2023/11/6,43,优,21,43,32,0.4,2,41
2023/11/7,56,良,31,61,38,0.5,2,45
2023/11/8,31,优,4,13,6,0.2,2,61
2023/11/9,25,优,6,18,15,0.2,2,50
2023/11/10,26,优,8,19,16,0.2,2,52
2023/11/11,30,优,6,17,8,0.2,2,59
2023/11/12,40,优,22,40,29,0.3,2,47
2023/11/13,58,良,36,66,45,0.5,3,40
2023/11/14,69,良,44,87,51,0.7,3,22
2023/11/15,31,优,5,22,7,0.2,2,61
2023/11/16,29,优,4,16,7,0.2,2,58
2023/11/17,50,优,20,47,40,0.4,3,38
2023/11/18,56,良,25,61,38,0.4,2,54
2023/11/19,85,良,62,119,65,0.8,4,29
2023/11/20,152,中度污染,116,180,64,1,3,48
2023/11/21,102,轻度污染,76,130,38,0.7,3,60
2023/11/22,29,优,4,24,5,0.2,2,57
2023/11/23,28,优,10,28,19,0.3,3,45
2023/11/24,58,良,30,60,46,0.5,3,21
2023/11/25,64,良,37,77,51,0.7,3,13
2023/11/26,52,良,24,54,29,0.5,3,57
2023/11/27,27,优,10,27,21,0.3,2,52
2023/11/28,33,优,5,18,6,0.2,2,66
2023/11/29,31,优,7,19,11,0.2,2,61
2023/11/30,42,优,18,42,32,0.4,2,47
2023/12/1,53,良,25,56,41,0.5,3,54
2023/12/2,68,良,35,68,54,0.7,4,32
2023/12/3,80,良,58,110,63,1,5,20
2023/12/4,94,良,70,135,68,1.1,5,18
2023/12/5,113,轻度污染,42,176,24,0.3,2,56
2023/12/6,173,中度污染,89,296,60,0.8,4,21
2023/12/7,145,轻度污染,84,239,70,1.1,5,24
2023/12/8,81,良,36,112,43,0.7,4,36
2023/12/9,56,良,28,62,38,0.8,7,24
2023/12/10,40,优,28,40,28,0.6,2,38
2023/12/11,78,良,57,71,41,0.7,2,16
2023/12/12,107,轻度污染,80,98,45,1.3,2,14
2023/12/13,68,良,49,61,29,1,3,41
2023/12/14,18,优,8,18,7,0.3,2,0
2023/12/15,17,优,7,17,5,0.3,3,0
2023/12/16,32,优,18,32,25,0.4,3,0
2023/12/17,72,良,52,72,55,0.7,3,0
2023/12/18,31,优,19,31,19,0.4,2,0
2023/12/19,16,优,7,16,8,0.3,3,0
2023/12/20,22,优,9,22,12,0.2,2,0
2023/12/21,43,优,18,38,34,0.4,2,0
2023/12/22,42,优,24,42,28,0.4,3,0
2023/12/23,52,良,31,53,37,0.5,3,0
2023/12/24,80,良,49,80,64,0.8,3,0
2023/12/25,57,良,32,55,45,0.6,2,0
2023/12/26,55,良,26,46,44,0.7,3,0
2023/12/27,64,良,45,71,51,0.8,3,34
2023/12/28,129,轻度污染,98,132,69,1.2,3,21
2023/12/29,150,轻度污染,115,145,62,1.2,3,45
2023/12/30,32,优,12,29,21,0.3,2,64
